timestamp,open,high,low,close,volume
2019-11-18,41.1800,41.5900,40.9050,41.5500,53867
2019-11-15,40.5600,41.2800,40.2500,41.1300,54415
2019-11-14,40.4300,40.8600,40.3300,40.4000,44500
2019-11-13,39.6000,40.3300,39.6000,40.3100,62328
2019-11-12,40.4200,40.8400,39.7800,39.8700,41216
2019-11-11,40.0800,40.5300,40.0800,40.3800,41537
2019-11-08,39.0400,40.4700,39.0400,40.4200,102620
2019-11-07,39.2100,39.2300,38.9000,39.1000,36932
2019-11-06,39.2600,39.2600,38.6500,38.8800,86243
2019-11-05,39.8800,40.0100,38.8500,38.8800,82666
2019-11-04,39.4200,39.8900,39.3200,39.8000,59152
2019-11-01,39.4100,39.6500,39.2500,39.5500,73814
2019-10-31,39.1300,39.2050,38.6800,38.9100,67443
2019-10-30,39.1300,39.3400,38.6950,39.0800,104190
2019-10-29,39.0000,39.2700,38.7000,39.2000,62405
2019-10-28,38.4700,39.0400,38.3700,38.8700,69077
2019-10-25,38.6390,38.7400,38.1000,38.2500,39029
2019-10-24,39.1900,39.1900,38.7000,38.7800,44481
2019-10-23,39.3800,39.5100,38.2450,38.6800,50441
2019-10-22,39.8900,39.9000,39.2800,39.3700,48111
2019-10-21,39.3400,39.9000,39.1800,39.6000,46362
2019-10-18,40.1600,40.4100,39.0200,39.3300,86532
2019-10-17,40.3800,40.7100,40.3100,40.5100,38259
2019-10-16,40.3800,40.4800,39.8800,40.2800,91308
2019-10-15,40.2800,41.0500,40.1350,40.4700,52834
2019-10-14,40.2700,40.3450,40.0000,40.0500,21587
2019-10-11,40.1300,40.6800,39.9900,40.4000,72802
2019-10-10,39.2200,39.7100,39.1600,39.4900,40348
2019-10-09,39.3400,39.6000,39.1900,39.2100,45087
2019-10-08,39.4400,39.6000,39.0700,39.1800,39991
2019-10-07,39.5500,39.7825,39.5000,39.6000,32810
2019-10-04,39.1700,39.6400,39.1700,39.6000,41712
2019-10-03,38.9000,39.3550,38.3500,39.1100,48894
2019-10-02,39.3100,39.4700,38.2900,38.8500,78038
2019-10-01,40.2400,40.6600,39.6100,39.6800,58686
2019-09-30,39.8600,40.4100,39.4700,40.3100,78329
2019-09-27,39.7400,40.4800,39.6400,39.6600,111895
2019-09-26,39.4000,39.8750,39.2600,39.8300,87699
2019-09-25,39.1900,39.6200,38.6000,39.5900,50195
